location,total_sqft,bath,price,bhk,price_per_sqft
Kadubeesanahalli,1257.0,2.0,93.0,2,7398.568019093079
Kasavanhalli,1309.0,2.0,95.0,2,7257.448433919022
Yeshwanthpur,1362.0,2.0,100.0,2,7342.143906020558
Whitefield,1115.0,2.0,55.0,2,4932.735426008969
Whitefield,1870.0,3.0,90.0,3,4812.834224598931
other,1322.0,2.0,61.99,2,4689.10741301059
other,1450.0,2.0,65.0,3,4482.758620689655
Banashankari,1185.0,2.0,67.0,2,5654.008438818565
7th Phase JP Nagar,1790.0,3.0,120.0,3,6703.91061452514
Rachenahalli,1050.0,2.0,52.5,2,5000.0
Hoodi,1000.0,2.0,48.0,2,4800.0
Thanisandra,1183.0,2.0,77.25,2,6530.0084530853765
Hebbal,1200.0,2.0,52.0,2,4333.333333333333
Ramagondanahalli,1151.0,2.0,43.6,2,3788.010425716768
other,1450.0,3.0,68.0,3,4689.6551724137935
Hegde Nagar,1847.0,3.0,123.0,3,6659.447753113156
Somasundara Palya,1650.0,3.0,95.0,3,5757.575757575758
Begur Road,1160.0,2.0,44.0,2,3793.103448275862
Brookefield,1089.0,2.0,49.0,2,4499.540863177227
Yelahanka,1115.0,2.0,60.0,2,5381.165919282511
Kudlu Gate,1215.0,2.0,45.0,2,3703.703703703704
Sarjapur  Road,1194.0,2.0,51.0,2,4271.356783919598
Kannamangala,1536.0,3.0,104.0,3,6770.833333333333
Hennur,1255.0,2.0,55.5,2,4422.310756972111
Electronic City,1571.0,3.0,83.0,3,5283.259070655633
 Devarachikkanahalli,1230.0,2.0,58.0,2,4715.447154471544
Hegde Nagar,1340.0,2.0,72.0,2,5373.134328358209
Sarjapur,1240.0,2.0,43.1,2,3475.8064516129034
7th Phase JP Nagar,1680.0,3.0,117.0,3,6964.285714285715
other,1000.0,2.0,35.0,2,3500.0
Gunjur,1071.0,2.0,51.0,2,4761.9047619047615
Sector 2 HSR Layout,1512.0,3.0,80.0,3,5291.005291005291
Kalyan nagar,1190.0,2.0,60.0,2,5042.016806722689
other,1550.0,2.0,80.0,3,5161.290322580645
Kanakpura Road,1283.0,2.0,63.22,2,4927.5136399064695
Mallasandra,1325.0,2.0,73.0,2,5509.433962264151
Whitefield,1105.0,2.0,35.36,2,3200.0
Banaswadi,1600.0,3.0,74.5,3,4656.25
Hennur,1100.0,2.0,44.55,2,4050.0
Yelachenahalli,1365.0,2.0,72.0,3,5274.725274725275
Hosur Road,1250.0,2.0,55.0,2,4400.0
Bellandur,1170.0,2.0,46.79,2,3999.1452991452993
Kanakpura Road,1328.0,2.0,91.06,2,6856.9277108433735
Hennur Road,1232.0,2.0,87.0,2,7061.688311688312
1st Phase JP Nagar,1180.0,2.0,88.5,2,7500.0
Electronic City,1350.0,3.0,66.0,3,4888.888888888889
Electronic City Phase II,1020.0,2.0,32.0,2,3137.2549019607845
Hennur,1255.0,2.0,57.5,2,4581.673306772908
Whitefield,1074.0,2.0,42.79,2,3984.171322160149
Bommanahalli,1660.0,2.0,100.0,3,6024.096385542169
Mahadevpura,1601.0,3.0,95.0,3,5933.791380387258
Begur Road,952.0,2.0,42.0,2,4411.764705882353
other,1166.0,2.0,65.0,2,5574.614065180103
Haralur Road,1520.0,2.0,96.0,3,6315.789473684211
Yelenahalli,1175.0,2.0,50.0,2,4255.31914893617
Bharathi Nagar,1432.0,2.0,68.0,2,4748.6033519553075
Bommasandra Industrial Area,1005.0,2.0,39.77,2,3957.213930348259
Rajiv Nagar,1309.0,2.0,80.0,2,6111.535523300229
7th Phase JP Nagar,1050.0,2.0,77.0,2,7333.333333333333
other,940.0,2.0,56.0,2,5957.446808510638
other,1015.0,2.0,40.1,2,3950.7389162561576
Electronic City,1652.0,3.0,110.0,3,6658.595641646489
Whitefield,1100.0,2.0,52.0,2,4727.272727272727
other,1400.0,3.0,69.0,3,4928.571428571428
Whitefield,1267.0,2.0,90.33,2,7129.439621152328
other,1645.0,3.0,95.0,3,5775.075987841945
Ananth Nagar,1000.0,2.0,29.7,2,2970.0
Kalyan nagar,1086.0,2.0,44.5,2,4097.605893186003
Hennur Road,1066.0,2.0,52.23,2,4899.624765478424
OMBR Layout,1730.0,3.0,93.0,3,5375.722543352601
Balagere,1205.0,2.0,63.86,2,5299.585062240664
Subramanyapura,960.0,2.0,55.0,2,5729.166666666667
Haralur Road,1510.0,3.0,83.05,3,5500.0
other,1000.0,2.0,63.0,2,6300.0
Poorna Pragna Layout,1160.0,2.0,46.39,2,3999.137931034483
Hormavu,1553.0,2.0,58.23,3,3749.5170637475853
Seegehalli,1134.0,2.0,45.0,2,3968.253968253968
other,1350.0,2.0,65.0,2,4814.814814814815
Sarjapur,1032.0,2.0,42.0,2,4069.767441860465
other,1998.0,3.0,117.0,3,5855.855855855856
Murugeshpalya,1225.0,2.0,48.0,2,3918.3673469387754
Sarjapur  Road,1262.0,2.0,67.0,2,5309.033280507131
Badavala Nagar,1842.0,3.0,115.0,3,6243.213897937025
other,1300.0,2.0,60.0,2,4615.384615384615
Kothannur,1070.0,2.0,38.6,2,3607.4766355140187
other,950.0,2.0,33.0,2,3473.684210526316
Balagere,1012.0,2.0,53.58,2,5294.466403162055
TC Palaya,1000.0,2.0,70.0,2,7000.0
Kadugodi,1394.0,2.0,56.0,2,4017.2166427546626
Amruthahalli,1450.0,2.0,85.0,3,5862.068965517241
Sarjapur  Road,1693.0,3.0,125.0,3,7383.343177790904
Horamavu Agara,1000.0,2.0,46.0,2,4600.0
Kogilu,952.0,2.0,49.0,2,5147.058823529412
Mysore Road,1410.0,2.0,64.0,3,4539.007092198582
Hebbal Kempapura,1400.0,2.0,108.0,2,7714.285714285715
Sarjapur  Road,1826.0,3.0,125.0,3,6845.564074479737
Hosur Road,1689.0,3.0,103.0,3,6098.283007696862
Hennur,960.0,2.0,48.0,2,5000.0
Kodichikkanahalli,907.0,2.0,38.5,2,4244.7629547960305
Uttarahalli,1300.0,2.0,55.0,2,4230.7692307692305
other,1350.0,3.0,81.0,3,6000.0
Whitefield,1836.0,3.0,125.0,3,6808.278867102396
Hormavu,1200.0,2.0,68.0,2,5666.666666666667
6th Phase JP Nagar,1460.0,2.0,80.0,2,5479.45205479452
BTM 2nd Stage,965.0,2.0,56.0,2,5803.108808290155
Bhoganhalli,1395.0,2.0,70.0,3,5017.921146953405
Sarjapur  Road,1660.0,3.0,116.0,3,6987.951807228916
other,935.0,2.0,35.0,2,3743.3155080213905
other,1180.0,2.0,39.0,2,3305.084745762712
Electronic City,1090.0,2.0,31.48,2,2888.0733944954127
Kanakpura Road,1204.0,2.0,82.0,2,6810.631229235881
Haralur Road,1056.0,2.0,65.0,2,6155.30303030303
Hebbal,985.0,2.0,62.0,2,6294.416243654822
7th Phase JP Nagar,1174.0,2.0,47.0,2,4003.4071550255535
Budigere,1153.0,2.0,56.7,2,4917.606244579359
Marathahalli,957.0,2.0,47.0,2,4911.180773249739
Sarjapur  Road,1060.0,2.0,50.0,2,4716.981132075472
Banashankari,1000.0,2.0,50.0,2,5000.0
Kanakpura Road,1843.0,3.0,88.0,3,4774.823657080847
Kanakpura Road,1703.0,3.0,130.0,3,7633.587786259542
Kaval Byrasandra,1125.0,2.0,41.5,2,3688.8888888888887
Battarahalli,1516.0,3.0,65.0,3,4287.598944591029
Brookefield,1130.0,2.0,56.0,2,4955.7522123893805
Hosa Road,1512.0,3.0,103.0,3,6812.169312169312
Thanisandra,1491.0,3.0,88.0,3,5902.079141515761
Cox Town,1250.0,2.0,95.0,2,7600.0
Banashankari,1650.0,3.0,90.75,3,5500.0
Raja Rajeshwari Nagar,1140.0,2.0,48.7,2,4271.929824561404
Thanisandra,1881.0,3.0,95.0,3,5050.50505050505
other,1500.0,2.0,50.0,2,3333.3333333333335
Whitefield,1197.0,2.0,50.0,2,4177.109440267335
9th Phase JP Nagar,1200.0,2.0,80.0,2,6666.666666666667
Uttarahalli,1025.0,2.0,35.88,2,3500.4878048780492
Hennur Road,973.0,2.0,56.0,2,5755.395683453237
Balagere,1007.0,2.0,75.0,2,7447.864945382324
Sarjapur  Road,1830.0,3.0,119.0,3,6502.732240437159
Nagavara,1077.0,2.0,50.0,2,4642.525533890436
Kalena Agrahara,1000.0,2.0,33.0,2,3300.0
CV Raman Nagar,1285.0,2.0,65.0,2,5058.365758754864
other,1850.0,3.0,95.0,3,5135.135135135135
Harlur,1754.0,3.0,132.0,3,7525.655644241733
other,1567.0,3.0,100.0,3,6381.620931716656
Bellandur,1150.0,2.0,69.44,2,6038.260869565217
Akshaya Nagar,1690.0,3.0,85.0,3,5029.585798816568
other,1057.0,2.0,65.0,2,6149.479659413434
Hebbal,1320.0,2.0,91.0,2,6893.939393939394
other,1125.0,2.0,48.0,2,4266.666666666667
Rachenahalli,1050.0,2.0,52.08,2,4960.0
Panathur,1040.0,2.0,41.6,2,4000.0
other,1760.0,3.0,115.0,3,6534.090909090909
Sarjapur  Road,984.0,2.0,45.91,2,4665.650406504065
Raja Rajeshwari Nagar,1140.0,2.0,38.65,2,3390.3508771929824
other,1365.0,3.0,54.0,3,3956.043956043956
Vittasandra,1404.0,2.0,75.0,2,5341.880341880342
Rachenahalli,1550.0,3.0,72.5,3,4677.419354838709
Yelahanka,1653.0,3.0,93.0,3,5626.134301270417
Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
other,1471.0,2.0,75.0,3,5098.572399728077
8th Phase JP Nagar,1504.0,2.0,83.0,3,5518.617021276596
Mahadevpura,1450.0,3.0,75.0,3,5172.413793103448
Kannamangala,957.0,2.0,54.5,2,5694.879832810867
7th Phase JP Nagar,1050.0,2.0,75.0,2,7142.857142857143
Budigere,1820.0,3.0,85.0,3,4670.32967032967
other,1033.0,2.0,32.0,2,3097.773475314618
OMBR Layout,1165.0,2.0,88.5,2,7596.56652360515
Gottigere,1280.0,2.0,61.0,2,4765.625
Kanakpura Road,1550.0,3.0,65.1,3,4199.999999999999
other,1300.0,2.0,60.0,2,4615.384615384615
Hoskote,1065.0,2.0,31.5,2,2957.7464788732395
Hennur Road,1255.0,2.0,84.0,2,6693.227091633466
Jalahalli,1035.0,2.0,31.05,2,3000.0
Banashankari,1650.0,3.0,101.0,3,6121.212121212121
Electronic City,1128.0,2.0,65.58,2,5813.829787234043
Raja Rajeshwari Nagar,1140.0,2.0,38.55,2,3381.578947368421
Thanisandra,1183.0,2.0,58.56,2,4950.126796280642
Whitefield,1155.0,2.0,39.0,2,3376.6233766233768
Akshaya Nagar,1000.0,2.0,38.0,2,3800.0
7th Phase JP Nagar,1040.0,2.0,75.0,2,7211.538461538462
other,1477.0,2.0,75.0,3,5077.860528097495
Sarjapur  Road,1525.0,2.0,65.0,3,4262.295081967213
other,1220.0,2.0,65.0,2,5327.868852459016
Electronic City,1355.0,2.0,97.6,2,7202.952029520296
Whitefield,1141.0,2.0,62.0,2,5433.829973707274
Vijayanagar,1046.0,2.0,49.06,2,4690.248565965583
other,1247.0,2.0,62.35,2,5000.0
KR Puram,1120.0,2.0,36.0,2,3214.285714285714
Jakkur,1798.0,3.0,110.0,3,6117.908787541713
other,1000.0,2.0,34.0,2,3400.0
Whitefield,1216.0,2.0,82.0,2,6743.421052631579
TC Palaya,1100.0,2.0,65.0,2,5909.090909090909
Badavala Nagar,1842.0,3.0,115.0,3,6243.213897937025
Kanakpura Road,1700.0,3.0,120.0,3,7058.823529411765
Whitefield,1564.0,3.0,103.0,3,6585.677749360614
other,1256.0,2.0,65.0,2,5175.15923566879
Bhoganhalli,1458.0,3.0,78.45,3,5380.658436213992
Hoodi,1063.0,2.0,61.17,2,5754.468485418626
Garudachar Palya,1150.0,2.0,52.5,2,4565.217391304348
Ramamurthy Nagar,1360.0,2.0,45.0,2,3308.823529411765
Marathahalli,1605.0,3.0,76.0,3,4735.202492211838
Haralur Road,1810.0,3.0,100.0,3,5524.861878453039
other,1250.0,2.0,48.5,2,3880.0
Poorna Pragna Layout,1475.0,2.0,58.99,3,3999.322033898305
Uttarahalli,980.0,2.0,45.0,2,4591.836734693878
other,1428.0,2.0,70.0,3,4901.9607843137255
other,1130.0,2.0,74.0,2,6548.672566371682
Kanakpura Road,1592.0,3.0,125.0,3,7851.75879396985
other,1407.0,2.0,83.87,2,5960.90973702914
Whitefield,1585.0,3.0,84.0,3,5299.6845425867505
Jakkur,1785.0,3.0,130.0,3,7282.913165266106
other,900.0,2.0,45.0,2,5000.0
Kanakpura Road,1843.0,3.0,96.2,3,5219.750406945198
other,1200.0,2.0,67.0,2,5583.333333333333
Akshaya Nagar,1113.0,2.0,52.0,2,4672.057502246182
Uttarahalli,1125.0,2.0,47.0,2,4177.777777777777
Kodichikkanahalli,1181.0,2.0,57.0,2,4826.418289585097
Kanakpura Road,1550.0,3.0,64.7,3,4174.193548387097
1st Phase JP Nagar,1200.0,2.0,86.0,2,7166.666666666667
Raja Rajeshwari Nagar,1295.0,2.0,55.47,2,4283.397683397683
Lingadheeranahalli,1506.0,3.0,95.0,3,6308.100929614874
Talaghattapura,1040.0,2.0,33.28,2,3200.0
Hennur,1020.0,2.0,48.0,2,4705.882352941177
other,1400.0,3.0,90.0,3,6428.571428571428
Vidyaranyapura,1100.0,2.0,54.0,2,4909.090909090909
Kanakpura Road,1500.0,3.0,72.99,3,4865.999999999999
Kaval Byrasandra,1180.0,2.0,60.0,2,5084.745762711865
Channasandra,1010.0,2.0,36.0,2,3564.3564356435645
Marathahalli,1350.0,2.0,60.0,2,4444.444444444444
Talaghattapura,1100.0,2.0,50.0,2,4545.454545454545
Kanakpura Road,1450.0,2.0,62.93,3,4340.0
Raja Rajeshwari Nagar,1133.0,2.0,40.0,2,3530.45013239188
Thanisandra,1564.0,3.0,100.0,3,6393.861892583121
Rachenahalli,1050.0,2.0,52.07,2,4959.047619047619
other,1105.0,2.0,50.0,2,4524.886877828054
other,1000.0,2.0,51.0,2,5100.0
Bellandur,1200.0,2.0,45.0,2,3750.0
Yelahanka New Town,1400.0,2.0,80.0,3,5714.285714285715
Whitefield,1140.0,2.0,50.0,2,4385.964912280701
other,1640.0,3.0,70.0,3,4268.292682926829
other,1200.0,2.0,62.0,2,5166.666666666667
Yelenahalli,1650.0,3.0,68.0,3,4121.212121212121
other,1600.0,3.0,125.0,3,7812.5
Chikkalasandra,1070.0,2.0,45.48,2,4250.467289719626
Koramangala,1200.0,2.0,100.0,2,8333.333333333334
Old Airport Road,1145.0,2.0,75.0,2,6550.218340611354
other,1495.0,3.0,55.0,3,3678.9297658862874
Whitefield,1558.0,3.0,90.0,3,5776.636713735558
Balagere,1007.0,2.0,53.0,2,5263.1578947368425
other,1054.0,2.0,53.0,2,5028.462998102466
other,996.0,2.0,49.0,2,4919.678714859438
other,1275.0,2.0,47.0,2,3686.274509803922
NRI Layout,1250.0,2.0,75.0,2,6000.0
other,1394.0,2.0,52.0,2,3730.2725968436157
Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
Whitefield,1216.0,2.0,75.0,2,6167.763157894737
other,1075.0,2.0,57.0,2,5302.325581395349
Indira Nagar,1500.0,3.0,120.0,3,8000.0
Harlur,1532.0,2.0,65.0,2,4242.819843342037
Hosa Road,1726.0,3.0,81.99,3,4750.289687137891
other,1220.0,2.0,54.89,2,4499.180327868852
Chikkalasandra,1100.0,2.0,50.0,2,4545.454545454545
CV Raman Nagar,1030.0,2.0,35.0,2,3398.0582524271845
other,1499.0,3.0,89.0,3,5937.291527685124
Munnekollal,1170.0,2.0,59.0,2,5042.735042735043
other,1161.0,2.0,36.69,2,3160.206718346253
Yelahanka,1633.0,2.0,72.0,2,4409.0630740967545
other,1050.0,2.0,65.0,2,6190.476190476191
other,905.0,2.0,50.0,2,5524.861878453039
Raja Rajeshwari Nagar,1510.0,2.0,55.0,3,3642.384105960265
Chikkalasandra,1390.0,2.0,60.47,3,4350.359712230216
Kasturi Nagar,1101.0,2.0,66.0,2,5994.550408719346
other,1056.0,2.0,55.0,2,5208.333333333333
Electronics City Phase 1,1450.0,3.0,70.0,3,4827.586206896552
Pai Layout,1000.0,2.0,34.0,2,3400.0
other,1770.0,3.0,90.0,3,5084.745762711865
Kudlu Gate,1547.0,2.0,103.0,2,6658.047834518423
Panathur,1713.0,3.0,120.0,3,7005.253940455342
other,1152.0,2.0,57.0,2,4947.916666666667
Dodda Nekkundi,1100.0,2.0,46.75,2,4250.0
Kannamangala,1865.0,3.0,139.0,3,7453.083109919571
Kanakpura Road,1240.0,2.0,65.0,2,5241.935483870968
Padmanabhanagar,1360.0,3.0,75.0,3,5514.705882352941
Electronics City Phase 1,1450.0,2.0,63.51,3,4380.0
Budigere,1139.0,2.0,72.0,2,6321.334503950834
other,1200.0,2.0,39.0,2,3250.0
Yeshwanthpur,1855.0,3.0,140.0,3,7547.169811320755
Margondanahalli,1100.0,2.0,55.0,2,5000.0
other,1350.0,2.0,65.0,3,4814.814814814815
Hennur Road,1232.0,2.0,83.0,2,6737.012987012987
Raja Rajeshwari Nagar,1550.0,3.0,86.8,3,5600.0
Whitefield,1227.0,2.0,70.0,2,5704.9714751426245
Sarjapur  Road,1059.0,2.0,68.0,2,6421.152030217186
Mahadevpura,1152.0,2.0,54.0,2,4687.5
Panathur,1210.0,2.0,78.0,2,6446.280991735537
Kadubeesanahalli,1365.0,3.0,80.0,3,5860.805860805861
Whitefield,1704.0,3.0,120.0,3,7042.2535211267605
Whitefield,1256.0,2.0,73.0,2,5812.101910828025
9th Phase JP Nagar,1073.0,2.0,52.36,2,4879.77632805219
other,1200.0,2.0,75.0,2,6250.0
5th Phase JP Nagar,1550.0,3.0,75.0,3,4838.709677419355
Banashankari,1310.0,2.0,80.43,2,6139.69465648855
Sarjapur  Road,1577.0,3.0,65.0,3,4121.750158528852
Kothanur,1786.0,2.0,106.0,3,5935.05039193729
Harlur,1174.0,2.0,75.0,2,6388.415672913117
8th Phase JP Nagar,1368.0,2.0,54.71,3,3999.2690058479534
Kanakpura Road,1450.0,3.0,55.0,3,3793.103448275862
Devanahalli,1045.0,2.0,48.0,2,4593.301435406698
Electronic City,1128.0,2.0,65.4,2,5797.8723404255325
Bhoganhalli,1125.0,2.0,54.0,2,4800.0
Whitefield,1195.0,2.0,62.38,2,5220.083682008368
Domlur,1740.0,3.0,120.0,3,6896.551724137931
other,1000.0,2.0,55.0,2,5500.0
Whitefield,1300.0,2.0,78.0,2,6000.0
Abbigere,985.0,2.0,40.39,2,4100.507614213198
other,1045.0,2.0,42.0,2,4019.1387559808613
other,1250.0,2.0,62.4,2,4992.0
Haralur Road,1194.0,2.0,46.0,2,3852.5963149078725
Kanakpura Road,1420.0,3.0,68.0,3,4788.732394366197
other,1720.0,3.0,83.0,3,4825.581395348837
Rachenahalli,1530.0,2.0,74.4,3,4862.745098039216
Whitefield,1570.0,3.0,88.0,3,5605.095541401274
Kanakapura,1120.0,2.0,39.2,2,3500.0000000000005
Kenchenahalli,1150.0,2.0,60.0,2,5217.391304347826
Bannerghatta Road,1215.0,2.0,68.0,2,5596.707818930041
Bhoganhalli,1444.0,2.0,75.97,2,5261.0803324099725
other,1100.0,2.0,70.0,2,6363.636363636364
Kodichikkanahalli,900.0,2.0,42.0,2,4666.666666666667
Electronic City,1096.0,2.0,39.0,2,3558.394160583942
Hennur Road,1832.0,3.0,116.0,3,6331.8777292576415
Vasanthapura,940.0,2.0,40.0,2,4255.31914893617
Electronic City Phase II,1020.0,2.0,29.45,2,2887.2549019607845
Raja Rajeshwari Nagar,1400.0,2.0,45.0,2,3214.285714285714
other,1675.0,3.0,65.0,3,3880.597014925373
Channasandra,1123.0,2.0,36.0,2,3205.699020480855
Talaghattapura,1100.0,2.0,49.49,2,4499.090909090909
other,1225.0,2.0,71.05,2,5800.0
Lingadheeranahalli,1683.0,3.0,140.0,3,8318.478906714201
Gubbalala,1475.0,2.0,80.0,2,5423.728813559322
Kengeri Satellite Town,1120.0,2.0,49.0,2,4375.0
KR Puram,1150.0,2.0,42.0,2,3652.1739130434785
Yeshwanthpur,1165.0,2.0,85.0,2,7296.137339055794
Harlur,1756.0,3.0,134.0,3,7630.979498861047
Ambedkar Nagar,1409.0,2.0,95.0,2,6742.370475514549
Mahadevpura,1212.0,2.0,56.9,2,4694.7194719471945
Hegde Nagar,2087.01,3.0,115.0,3,5510.275465857853
Sarjapur  Road,1700.0,3.0,118.0,3,6941.176470588235
other,1732.5,3.0,91.855,3,5301.875901875902
Raja Rajeshwari Nagar,1110.0,2.0,52.0,2,4684.684684684685
Electronic City Phase II,1000.0,2.0,28.88,2,2888.0
Bhoganhalli,1205.0,2.0,64.47,2,5350.207468879668
Thigalarapalya,1418.0,2.0,105.0,2,7404.795486600846
Ardendale,1650.0,3.0,82.0,3,4969.69696969697
Electronic City,1150.0,2.0,38.0,2,3304.3478260869565
Raja Rajeshwari Nagar,1580.0,3.0,83.74,3,5299.999999999999
Whitefield,1216.0,2.0,84.03,2,6910.361842105263
Hebbal,1040.0,2.0,55.0,2,5288.461538461538
Kanakpura Road,1498.0,3.0,74.9,3,5000.000000000001
Electronic City,1355.0,2.0,72.9,2,5380.073800738008
other,1450.0,3.0,65.0,3,4482.758620689655
Whitefield,1240.0,2.0,70.0,2,5645.1612903225805
OMBR Layout,1101.0,2.0,66.0,2,5994.550408719346
Whitefield,1216.0,2.0,72.5,2,5962.171052631579
Ananth Nagar,1470.0,3.0,54.0,3,3673.469387755102
Bannerghatta Road,1365.0,3.0,76.18,3,5580.952380952382
Hosa Road,1364.0,2.0,64.79,2,4750.000000000001
other,1180.0,2.0,59.47,2,5039.830508474576
7th Phase JP Nagar,1800.0,3.0,130.0,3,7222.222222222223
Kothannur,1350.0,2.0,42.0,2,3111.1111111111113
Thanisandra,1573.0,3.0,98.0,3,6230.1335028607755
other,1620.0,3.0,95.0,3,5864.197530864198
Doddakallasandra,1072.0,2.0,42.87,2,3999.0671641791046
other,1156.0,2.0,46.0,2,3979.2387543252594
Kudlu Gate,1336.0,2.0,86.0,2,6437.125748502994
Whitefield,1215.0,2.0,40.0,2,3292.1810699588477
Green Glen Layout,1517.0,3.0,100.0,3,6591.957811470006
Mallasandra,1565.0,2.0,69.0,2,4408.945686900958
Jalahalli,1057.0,2.0,34.71,2,3283.822138126774
Sarjapur,1044.0,2.0,34.0,2,3256.704980842912
Domlur,1695.0,3.0,125.0,3,7374.6312684365785
Ramagondanahalli,1635.0,3.0,61.0,3,3730.886850152905
other,1140.0,2.0,56.0,2,4912.2807017543855
Electronic City,1150.0,2.0,35.0,2,3043.478260869565
Yeshwanthpur,1163.0,2.0,64.08,2,5509.888220120379
Thubarahalli,1418.0,2.0,65.0,3,4583.921015514809
Varthur,1155.0,2.0,60.0,2,5194.805194805195
Bannerghatta Road,1115.0,2.0,78.0,2,6995.5156950672645
NGR Layout,1020.0,2.0,48.45,2,4750.0
other,1485.0,3.0,78.0,3,5252.525252525253
other,1209.0,2.0,100.0,2,8271.298593879239
8th Phase JP Nagar,1089.0,2.0,43.55,2,3999.0817263544536
Yelahanka,1445.0,2.0,82.0,2,5674.740484429066
other,1500.0,3.0,95.0,3,6333.333333333333
 Devarachikkanahalli,1705.0,3.0,75.0,3,4398.826979472141
Bellandur,1830.0,3.0,90.0,3,4918.0327868852455
Electronics City Phase 1,1450.0,3.0,58.0,3,4000.0
Hoodi,1259.0,2.0,69.45,2,5516.282764098491
Kudlu Gate,1919.0,3.0,121.0,3,6305.367378843148
Hennur Road,2050.0,3.0,120.0,3,5853.658536585366
other,1000.0,2.0,60.0,2,6000.0
Raja Rajeshwari Nagar,1640.0,3.0,86.8,3,5292.682926829269
other,1488.0,2.0,65.0,3,4368.279569892473
Hennur,1640.0,3.0,120.0,3,7317.073170731707
9th Phase JP Nagar,1719.3,2.0,88.0,3,5118.362124120282
Kaggadasapura,1180.0,2.0,70.0,2,5932.203389830508
HBR Layout,1700.0,3.0,110.0,3,6470.588235294118
Yelahanka,1225.0,2.0,62.0,2,5061.224489795918
7th Phase JP Nagar,1050.0,2.0,68.0,2,6476.190476190476
Sarjapur  Road,1691.0,3.0,120.0,3,7096.392667060911
other,1190.0,2.0,42.25,2,3550.4201680672268
Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
Amruthahalli,1200.0,2.0,55.0,2,4583.333333333333
Electronic City,1165.0,2.0,33.64,2,2887.5536480686696
7th Phase JP Nagar,1400.0,2.0,57.0,3,4071.4285714285716
5th Phase JP Nagar,1485.0,2.0,66.0,3,4444.444444444444
other,1050.0,2.0,43.5,2,4142.857142857143
Electronic City,1609.0,3.0,115.0,3,7147.296457426974
Kudlu,1076.0,2.0,50.0,2,4646.840148698885
Kengeri,1052.0,2.0,51.0,2,4847.9087452471485
Channasandra,1000.0,2.0,35.0,2,3500.0
Bommasandra Industrial Area,1000.0,2.0,28.88,2,2888.0
Ramagondanahalli,1251.0,2.0,53.0,2,4236.610711430855
other,1140.0,2.0,49.0,2,4298.245614035088
Old Madras Road,1157.0,2.0,47.32,2,4089.887640449438
Harlur,1197.0,2.0,78.0,2,6516.290726817043
Raja Rajeshwari Nagar,1185.0,2.0,51.15,2,4316.455696202532
Kundalahalli,1397.0,3.0,105.0,3,7516.1059413027915
Uttarahalli,1175.0,2.0,47.0,2,4000.0
Raja Rajeshwari Nagar,1295.0,2.0,43.9,2,3389.96138996139
Rachenahalli,1200.0,2.0,46.5,2,3875.0
other,1100.0,2.0,45.0,2,4090.909090909091
Haralur Road,1194.0,2.0,46.0,2,3852.5963149078725
Kasavanhalli,1476.0,3.0,105.0,3,7113.821138211382
Thanisandra,1056.0,2.0,65.0,2,6155.30303030303
EPIP Zone,1860.0,3.0,130.0,3,6989.247311827957
Gunjur,1063.0,2.0,40.0,2,3762.9350893697083
Bannerghatta Road,1532.5,3.0,79.465,3,5185.318107667211
BTM 2nd Stage,1147.0,2.0,75.0,2,6538.7968613775065
other,1080.0,2.0,64.0,2,5925.925925925926
Doddakallasandra,1010.0,2.0,40.4,2,4000.0
Brookefield,1270.0,2.0,95.0,2,7480.314960629921
other,1100.0,2.0,61.0,2,5545.454545454545
Yelahanka,1065.0,2.0,41.38,2,3885.446009389672
Haralur Road,1140.0,2.0,43.0,2,3771.9298245614036
Kaggadasapura,960.0,2.0,45.0,2,4687.5
other,1225.0,2.0,47.0,2,3836.734693877551
Whitefield,1020.0,2.0,45.0,2,4411.764705882353
Varthur,1035.0,2.0,60.0,2,5797.101449275362
Bommasandra Industrial Area,1020.0,2.0,29.45,2,2887.2549019607845
Marathahalli,1350.0,2.0,99.0,2,7333.333333333333
Sarjapur  Road,1929.0,3.0,103.0,3,5339.554173146708
Varthur,1100.0,2.0,72.0,2,6545.454545454545
Kundalahalli,1800.0,3.0,110.0,3,6111.111111111111
Gubbalala,1223.0,2.0,42.81,2,3500.408830744072
Bharathi Nagar,1664.0,3.0,69.89,3,4200.120192307692
Kasavanhalli,1158.0,2.0,67.0,2,5785.837651122625
Hormavu,1420.0,3.0,58.0,3,4084.507042253521
Sarjapur  Road,1308.0,2.0,75.0,2,5733.94495412844
other,1067.0,2.0,33.99,2,3185.5670103092784
other,1152.0,2.0,42.0,2,3645.8333333333335
Uttarahalli,1525.0,2.0,62.82,3,4119.3442622950815
Whitefield,935.0,2.0,32.72,2,3499.4652406417113
other,1465.0,2.0,88.0,3,6006.825938566553
HBR Layout,1198.0,2.0,65.0,2,5425.709515859767
other,1145.0,2.0,63.0,2,5502.183406113537
Attibele,1000.0,2.0,42.0,2,4200.0
Panathur,1861.0,3.0,92.0,3,4943.5787211176785
other,1280.0,2.0,75.0,2,5859.375
Uttarahalli,1590.0,3.0,57.0,3,3584.9056603773583
Hoodi,1837.0,3.0,142.0,3,7729.994556341861
Hegde Nagar,1703.0,3.0,130.0,3,7633.587786259542
other,1450.0,3.0,75.0,3,5172.413793103448
